Day,Suceptible,Exposed,Infected_asymptomatic,Infected_presymptomatic,Infected_symptomatic,Recovered,Hospitalized,Death,R_null
0,221,0,0,1,0,0,0,0,0
1,220,1,0,1,0,0,0,0,0
2,219,2,0,1,0,0,0,0,0
3,219,2,0,0,1,0,0,0,0
4,219,1,1,0,1,0,0,0,0
5,219,0,1,1,1,0,0,0,0
6,219,0,1,1,1,0,0,0,0
7,218,1,1,1,1,0,0,0,0
8,216,3,1,1,0,1,0,0,2.0
9,216,3,1,0,1,1,0,0,2.0
10,216,2,2,0,1,1,0,0,2.0
11,216,0,2,1,1,2,0,0,1.0
12,215,1,2,1,1,2,0,0,1.0
13,215,1,2,1,1,2,0,0,1.0
14,214,2,2,1,0,3,0,0,1.6666666666666667
15,214,1,3,0,1,3,0,0,1.6666666666666667
16,214,1,3,0,1,3,0,0,1.6666666666666667
17,214,0,2,1,1,4,0,0,1.25
18,211,3,1,1,1,5,0,0,1.0
19,211,3,1,1,1,5,0,0,1.0
20,211,3,1,1,0,6,0,0,1.1666666666666667
21,210,1,2,2,1,6,0,0,1.1666666666666667
22,208,3,1,2,1,7,0,0,1.0
23,206,5,1,2,1,7,0,0,1.0
24,205,5,1,3,1,7,0,0,1.0
25,201,7,1,3,3,7,0,0,1.0
26,200,6,2,4,2,8,0,0,1.375
27,200,5,3,4,2,8,0,0,1.375
28,196,5,4,5,3,9,0,0,1.2222222222222223
29,196,4,4,4,5,9,0,0,1.2222222222222223
30,194,6,4,3,4,11,0,0,1.6363636363636365
31,191,5,5,6,4,11,0,0,1.6363636363636365
32,187,9,5,4,6,11,0,0,1.6363636363636365
33,184,10,4,5,6,13,0,0,1.8461538461538463
34,181,10,4,7,4,16,0,0,1.5625
35,177,10,2,8,6,19,0,0,1.4210526315789473
36,171,13,2,11,6,19,0,0,1.4210526315789473
37,163,18,3,11,6,21,0,0,1.619047619047619
38,157,20,3,12,7,23,0,0,1.4782608695652173
39,152,19,5,12,11,23,0,0,1.4782608695652173
40,149,14,8,14,11,26,0,0,1.5769230769230769
41,143,14,10,15,13,27,0,0,1.5185185185185186
42,137,15,12,15,14,29,0,0,1.5517241379310345
43,133,16,13,13,16,31,0,0,1.6129032258064515
44,133,10,14,12,17,36,0,0,1.75
45,128,9,15,13,17,40,0,0,1.775
46,123,10,16,11,18,44,0,0,1.6818181818181819
47,117,16,13,9,17,50,0,0,1.56
48,114,14,11,9,17,57,0,0,1.456140350877193
49,108,15,11,8,16,64,0,0,1.34375
50,104,13,13,10,14,68,0,0,1.2941176470588236
51,101,13,13,11,11,73,0,0,1.2602739726027397
52,98,10,14,10,13,77,0,0,1.2727272727272727
53,95,9,12,10,12,84,0,0,1.2023809523809523
54,94,7,14,8,11,88,0,0,1.25
55,92,6,14,9,11,90,0,0,1.2666666666666666
56,92,3,15,6,14,92,0,0,1.25
57,92,2,13,3,13,99,0,0,1.202020202020202
58,92,0,12,3,11,104,0,0,1.1923076923076923
59,88,4,9,1,10,110,0,0,1.1454545454545455
60,88,4,8,1,9,112,0,0,1.125
61,86,6,6,1,6,117,0,0,1.0940170940170941
62,86,2,6,3,4,121,0,0,1.0743801652892562
63,85,3,3,3,3,125,0,0,1.048
64,85,1,3,4,1,128,0,0,1.046875
65,83,3,2,4,1,129,0,0,1.0387596899224807
66,82,3,3,1,4,129,0,0,1.0387596899224807
67,82,3,3,1,3,130,0,0,1.0384615384615385
68,82,1,4,1,4,130,0,0,1.0384615384615385
69,82,0,3,2,4,131,0,0,1.0305343511450382
70,82,0,3,2,4,131,0,0,1.0305343511450382
71,82,0,2,2,1,135,0,0,1.0222222222222221
72,82,0,2,1,2,135,0,0,1.0222222222222221
73,82,0,1,0,2,137,0,0,1.0145985401459854
74,82,0,1,0,2,137,0,0,1.0145985401459854
75,82,0,0,0,2,138,0,0,1.0072463768115942
76,82,0,0,0,2,138,0,0,1.0072463768115942
77,82,0,0,0,1,139,0,0,1.0
78,82,0,0,0,0,140,0,0,0.9928571428571429
79,82,0,0,0,0,140,0,0,0.9928571428571429
80,82,0,0,0,0,140,0,0,0.9928571428571429
81,82,0,0,0,0,140,0,0,0.9928571428571429
82,82,0,0,0,0,140,0,0,0.9928571428571429
83,82,0,0,0,0,140,0,0,0.9928571428571429
84,82,0,0,0,0,140,0,0,0.9928571428571429
85,82,0,0,0,0,140,0,0,0.9928571428571429
86,82,0,0,0,0,140,0,0,0.9928571428571429
87,82,0,0,0,0,140,0,0,0.9928571428571429
88,82,0,0,0,0,140,0,0,0.9928571428571429
89,82,0,0,0,0,140,0,0,0.9928571428571429
90,82,0,0,0,0,140,0,0,0.9928571428571429
91,82,0,0,0,0,140,0,0,0.9928571428571429
92,82,0,0,0,0,140,0,0,0.9928571428571429
93,82,0,0,0,0,140,0,0,0.9928571428571429
94,82,0,0,0,0,140,0,0,0.9928571428571429
95,82,0,0,0,0,140,0,0,0.9928571428571429
96,82,0,0,0,0,140,0,0,0.9928571428571429
97,82,0,0,0,0,140,0,0,0.9928571428571429
98,82,0,0,0,0,140,0,0,0.9928571428571429
99,82,0,0,0,0,140,0,0,0.9928571428571429
100,82,0,0,0,0,140,0,0,0.9928571428571429
101,82,0,0,0,0,140,0,0,0.9928571428571429
102,82,0,0,0,0,140,0,0,0.9928571428571429
103,82,0,0,0,0,140,0,0,0.9928571428571429
104,82,0,0,0,0,140,0,0,0.9928571428571429
105,82,0,0,0,0,140,0,0,0.9928571428571429
106,82,0,0,0,0,140,0,0,0.9928571428571429
107,82,0,0,0,0,140,0,0,0.9928571428571429
108,82,0,0,0,0,140,0,0,0.9928571428571429
109,82,0,0,0,0,140,0,0,0.9928571428571429
