1
2
3
1
1
5
1
1
2
3
1
7
5
5
4
0
2
2
1
2
0
2
1
3
0
0
2
1
3
2
4
4
2
3
1
6
2
3
4
2
3
2
4
0
1
5
1
2
5
2
3
4
2
5
5
3
2
1
2
3
3
5
2
4
3
1
2
3
2
2
3
2
1
2
5
2
4
2
1
3
2
0
1
5
1
0
2
0
3
7
4
0
2
0
1
1
2
3
3
3
