Day,Suceptible,Exposed,Infected_asymptomatic,Infected_presymptomatic,Infected_symptomatic,Recovered,Hospitalized,Death,R_null
0,221,0,0,1,0,0,0,0,0
1,220,1,0,1,0,0,0,0,0
2,220,1,0,1,0,0,0,0,0
3,219,2,0,0,1,0,0,0,0
4,218,2,0,1,1,0,0,0,0
5,218,2,0,1,1,0,0,0,0
6,218,1,0,2,1,0,0,0,0
7,217,1,0,3,1,0,0,0,0
8,217,1,0,2,1,1,0,0,3.0
9,216,2,0,2,1,1,0,0,3.0
10,213,4,0,2,2,1,0,0,3.0
11,212,5,0,1,3,1,0,0,3.0
12,212,4,1,1,3,1,0,0,3.0
13,211,2,2,3,2,2,0,0,2.5
14,209,3,2,3,3,2,0,0,2.5
15,206,6,2,3,2,3,0,0,2.6666666666666665
16,203,8,2,4,1,4,0,0,2.5
17,201,8,2,4,3,4,0,0,2.5
18,198,8,5,3,4,4,0,0,2.5
19,198,5,6,4,3,6,0,0,1.8333333333333333
20,195,6,5,5,4,7,0,0,1.5714285714285714
21,195,3,6,5,6,7,0,0,1.5714285714285714
22,194,4,6,5,4,9,0,0,2.4444444444444446
23,193,2,9,4,4,10,0,0,2.2
24,192,3,9,2,6,10,0,0,2.2
25,188,6,6,1,7,14,0,0,1.5714285714285714
26,187,6,4,2,5,18,0,0,1.3888888888888888
27,186,6,5,2,5,18,0,0,1.3888888888888888
28,185,3,6,4,4,20,0,0,1.35
29,185,2,7,3,3,22,0,0,1.4090909090909092
30,185,1,4,3,2,27,0,0,1.2592592592592593
31,183,2,4,4,2,27,0,0,1.2592592592592593
32,183,2,4,2,4,27,0,0,1.2592592592592593
33,181,4,4,2,4,27,0,0,1.2592592592592593
34,180,3,4,2,4,29,0,0,1.2413793103448276
35,180,3,2,1,4,32,0,0,1.15625
36,180,1,3,1,4,33,0,0,1.121212121212121
37,177,3,4,1,2,35,0,0,1.0857142857142856
38,176,4,4,0,3,35,0,0,1.0857142857142856
39,174,6,4,0,2,36,0,0,1.2222222222222223
40,174,3,5,2,1,37,0,0,1.2162162162162162
41,170,6,4,3,1,38,0,0,1.1842105263157894
42,169,5,4,5,1,38,0,0,1.1842105263157894
43,167,7,2,5,0,41,0,0,1.1951219512195121
44,166,4,3,5,2,42,0,0,1.1666666666666667
45,161,8,4,4,3,42,0,0,1.1666666666666667
46,159,8,5,3,5,42,0,0,1.1666666666666667
47,159,7,5,3,5,43,0,0,1.1395348837209303
48,157,4,6,5,7,43,0,0,1.1395348837209303
49,154,5,8,5,5,45,0,0,1.2222222222222223
50,152,7,8,4,5,46,0,0,1.2826086956521738
51,149,8,6,6,3,50,0,0,1.26
52,147,7,5,5,7,51,0,0,1.2352941176470589
53,142,10,5,6,5,54,0,0,1.2592592592592593
54,139,10,6,7,5,55,0,0,1.2545454545454546
55,138,9,6,6,6,57,0,0,1.263157894736842
56,136,6,7,5,9,59,0,0,1.2203389830508475
57,134,5,8,6,6,63,0,0,1.2222222222222223
58,132,6,9,5,7,63,0,0,1.2222222222222223
59,132,4,10,5,8,63,0,0,1.2222222222222223
60,132,2,10,4,8,66,0,0,1.2121212121212122
61,131,1,8,4,7,71,0,0,1.2253521126760563
62,131,1,7,4,6,73,0,0,1.1917808219178083
63,130,2,4,3,6,77,0,0,1.12987012987013
64,130,1,3,3,6,79,0,0,1.1012658227848102
65,130,1,2,1,6,82,0,0,1.0731707317073171
66,129,1,1,2,4,85,0,0,1.0588235294117647
67,129,1,0,2,4,86,0,0,1.0465116279069768
68,129,1,0,1,4,87,0,0,1.0459770114942528
69,129,0,1,1,3,88,0,0,1.0454545454545454
70,128,1,1,0,2,90,0,0,1.0222222222222221
71,128,1,1,0,2,90,0,0,1.0222222222222221
72,128,1,1,0,2,90,0,0,1.0222222222222221
73,128,0,2,0,1,91,0,0,1.010989010989011
74,128,0,2,0,1,91,0,0,1.010989010989011
75,128,0,2,0,0,92,0,0,1.0108695652173914
76,128,0,1,0,0,93,0,0,1.0
77,128,0,1,0,0,93,0,0,1.0
78,128,0,1,0,0,93,0,0,1.0
79,128,0,1,0,0,93,0,0,1.0
80,128,0,0,0,0,94,0,0,0.9893617021276596
81,128,0,0,0,0,94,0,0,0.9893617021276596
82,128,0,0,0,0,94,0,0,0.9893617021276596
83,128,0,0,0,0,94,0,0,0.9893617021276596
84,128,0,0,0,0,94,0,0,0.9893617021276596
85,128,0,0,0,0,94,0,0,0.9893617021276596
86,128,0,0,0,0,94,0,0,0.9893617021276596
87,128,0,0,0,0,94,0,0,0.9893617021276596
88,128,0,0,0,0,94,0,0,0.9893617021276596
89,128,0,0,0,0,94,0,0,0.9893617021276596
90,128,0,0,0,0,94,0,0,0.9893617021276596
91,128,0,0,0,0,94,0,0,0.9893617021276596
92,128,0,0,0,0,94,0,0,0.9893617021276596
93,128,0,0,0,0,94,0,0,0.9893617021276596
94,128,0,0,0,0,94,0,0,0.9893617021276596
95,128,0,0,0,0,94,0,0,0.9893617021276596
96,128,0,0,0,0,94,0,0,0.9893617021276596
97,128,0,0,0,0,94,0,0,0.9893617021276596
98,128,0,0,0,0,94,0,0,0.9893617021276596
99,128,0,0,0,0,94,0,0,0.9893617021276596
