Day,Suceptible,Exposed,Infected_asymptomatic,Infected_presymptomatic,Infected_symptomatic,Recovered,Hospitalized,Death,R_null
0,221,0,0,1,0,0,0,0,0
1,220,1,0,1,0,0,0,0,0
2,219,2,0,1,0,0,0,0,0
3,218,3,0,0,1,0,0,0,0
4,217,3,1,0,1,0,0,0,0
5,216,3,1,1,1,0,0,0,0
6,215,3,1,2,1,0,0,0,0
7,214,3,1,3,1,0,0,0,0
8,212,4,2,3,0,1,0,0,6.0
9,209,6,2,3,1,1,0,0,6.0
10,205,9,2,3,2,1,0,0,6.0
11,202,10,1,4,3,2,0,0,3.0
12,196,13,1,7,3,2,0,0,3.0
13,188,17,2,9,4,2,0,0,3.0
14,179,23,3,10,4,3,0,0,3.0
15,175,21,4,12,5,5,0,0,3.0
16,169,19,7,14,7,6,0,0,3.8333333333333335
17,159,20,13,14,10,6,0,0,3.8333333333333335
18,147,28,15,14,11,7,0,0,4.142857142857143
19,137,32,16,15,14,8,0,0,4.125
20,124,35,18,17,17,11,0,0,4.0
21,117,30,23,20,17,15,0,0,4.266666666666667
22,108,29,26,23,16,20,0,0,3.6
23,104,20,26,28,19,25,0,0,3.08
24,92,25,24,24,22,35,0,0,2.4285714285714284
25,85,23,25,24,23,42,0,0,2.2857142857142856
26,81,23,27,20,25,46,0,0,2.260869565217391
27,71,21,27,19,33,51,0,0,2.1372549019607843
28,67,18,24,20,31,62,0,0,1.8225806451612903
29,56,25,20,17,30,74,0,0,1.7567567567567568
30,52,19,22,21,25,83,0,0,1.6746987951807228
31,46,21,20,14,29,92,0,0,1.576086956521739
32,38,18,21,17,23,105,0,0,1.5238095238095237
33,34,18,18,18,23,111,0,0,1.4954954954954955
34,29,17,19,15,22,120,0,0,1.4666666666666666
35,26,12,19,18,23,124,0,0,1.4193548387096775
36,23,11,21,12,21,134,0,0,1.373134328358209
37,20,9,18,11,21,143,0,0,1.3216783216783217
38,15,11,18,10,20,148,0,0,1.2905405405405406
39,13,10,15,7,20,157,0,0,1.2420382165605095
40,10,10,16,8,19,159,0,0,1.2389937106918238
41,10,5,15,7,15,170,0,0,1.1941176470588235
42,10,3,13,7,12,177,0,0,1.152542372881356
43,9,1,12,6,12,182,0,0,1.1263736263736264
44,9,1,10,4,9,189,0,0,1.1005291005291005
45,9,1,8,2,10,192,0,0,1.09375
46,9,0,8,1,8,196,0,0,1.0714285714285714
47,9,0,7,0,8,198,0,0,1.0606060606060606
48,9,0,4,0,6,203,0,0,1.0394088669950738
49,9,0,3,0,4,206,0,0,1.0242718446601942
50,9,0,1,0,2,210,0,0,1.0095238095238095
51,8,1,1,0,1,211,0,0,1.009478672985782
52,8,1,1,0,0,212,0,0,1.0047169811320755
53,8,1,0,0,0,213,0,0,1.0
54,8,0,1,0,0,213,0,0,1.0
55,8,0,1,0,0,213,0,0,1.0
56,8,0,1,0,0,213,0,0,1.0
57,8,0,1,0,0,213,0,0,1.0
58,8,0,1,0,0,213,0,0,1.0
59,8,0,1,0,0,213,0,0,1.0
60,8,0,1,0,0,213,0,0,1.0
61,8,0,0,0,0,214,0,0,0.9953271028037384
62,8,0,0,0,0,214,0,0,0.9953271028037384
63,8,0,0,0,0,214,0,0,0.9953271028037384
64,8,0,0,0,0,214,0,0,0.9953271028037384
65,8,0,0,0,0,214,0,0,0.9953271028037384
66,8,0,0,0,0,214,0,0,0.9953271028037384
67,8,0,0,0,0,214,0,0,0.9953271028037384
68,8,0,0,0,0,214,0,0,0.9953271028037384
69,8,0,0,0,0,214,0,0,0.9953271028037384
70,8,0,0,0,0,214,0,0,0.9953271028037384
71,8,0,0,0,0,214,0,0,0.9953271028037384
72,8,0,0,0,0,214,0,0,0.9953271028037384
73,8,0,0,0,0,214,0,0,0.9953271028037384
74,8,0,0,0,0,214,0,0,0.9953271028037384
75,8,0,0,0,0,214,0,0,0.9953271028037384
76,8,0,0,0,0,214,0,0,0.9953271028037384
77,8,0,0,0,0,214,0,0,0.9953271028037384
78,8,0,0,0,0,214,0,0,0.9953271028037384
79,8,0,0,0,0,214,0,0,0.9953271028037384
80,8,0,0,0,0,214,0,0,0.9953271028037384
81,8,0,0,0,0,214,0,0,0.9953271028037384
82,8,0,0,0,0,214,0,0,0.9953271028037384
83,8,0,0,0,0,214,0,0,0.9953271028037384
84,8,0,0,0,0,214,0,0,0.9953271028037384
85,8,0,0,0,0,214,0,0,0.9953271028037384
86,8,0,0,0,0,214,0,0,0.9953271028037384
87,8,0,0,0,0,214,0,0,0.9953271028037384
88,8,0,0,0,0,214,0,0,0.9953271028037384
89,8,0,0,0,0,214,0,0,0.9953271028037384
90,8,0,0,0,0,214,0,0,0.9953271028037384
91,8,0,0,0,0,214,0,0,0.9953271028037384
92,8,0,0,0,0,214,0,0,0.9953271028037384
93,8,0,0,0,0,214,0,0,0.9953271028037384
94,8,0,0,0,0,214,0,0,0.9953271028037384
95,8,0,0,0,0,214,0,0,0.9953271028037384
96,8,0,0,0,0,214,0,0,0.9953271028037384
97,8,0,0,0,0,214,0,0,0.9953271028037384
98,8,0,0,0,0,214,0,0,0.9953271028037384
99,8,0,0,0,0,214,0,0,0.9953271028037384
